100 400 130 90 86.42751232103092 80.01533637694497 80.0153061987652 80.01535070887972 80.01532923201833 error error error error -2087.5200344110362 -2087.520241515598 -2087.5188306951186 -2087.5200343269407 -2087.5200343393158 error error error error 44.79337088942587 44.79337088942587 44.79339124183189 44.79337347411476 44.793376759839916 error error error error 1.2122925625e10 9.59596e6 1.4423785e7 2.95461524e8 1.01185566e8 error error error error 39.487973673802145 0.00032048398074772087 1.5988374018002408e-14 1.740219809496359e-14 1.5507401754290183e-14 error error error error 224.25276311634443 0.002394985219601589 8.069933610244107e-14 9.42718125784836e-14 7.750744490664374e-14 error error error error 
100 400 130 90 86.19823851647962 80.01535143504154 80.01530535725627 80.01535142648343 80.0153340190047 error error error error -2087.5200344169525 -2087.5202547542594 -2087.518283258605 -2087.520034283001 -2087.5200343118604 error error error error 44.79337092809183 44.79337092809183 44.79339939989529 44.793372685415335 44.793375227611506 error error error error 1.2342810339e10 1.089784e7 1.5360441e7 2.60597642e8 1.15800393e8 error error error error 24.973314838418236 0.0004077393377410709 1.145051427990117e-14 1.1113190457020084e-14 1.0126946593859926e-14 error error error error 139.72454211609613 0.0030922681724284626 7.716743910535229e-14 6.993711165748095e-14 6.693950949099303e-14 error error error error 
100 400 130 90 90.05398234499283 85.56001721260282 85.5597729592192 85.55983906855006 85.55985944773522 error error error error -2186.588877164035 -2186.5915948894603 -2186.5838635193923 -2186.588876561964 -2186.5888765000823 error error error error 49.247569804086034 49.247569804086034 49.24764205193623 49.24755353334254 49.247553562061185 error error error error 1.2514734838e10 5.762014e6 9.2608152e7 3.0477015e8 2.00078921e8 error error error error 26.798215886963952 0.0018689093119437226 1.0016648460577891e-14 1.1354710661089481e-14 1.1064418273410752e-14 error error error error 154.0218865379686 0.00602907011389453 5.706546346573305e-14 6.683542608243442e-14 6.505906924303417e-14 error error error error 
100 400 130 90 91.59512130980642 85.56197054213028 85.56079964898623 85.56134936778926 85.56112767286272 error error error error -2186.5888903149835 -2186.568693151758 -2186.53422158776 -2186.5887943961534 -2186.58880174199 error error error error 49.247963715220806 49.247963715220806 49.248269762285325 49.247557181394576 49.24754654094209 error error error error 1.2078213755e10 5.938726e6 1.5803344e7 2.68527371e8 1.42171033e8 error error error error 30.567761116085 0.010842508027077969 1.455281763606462e-14 1.430508473218485e-14 1.2919676356786515e-14 error error error error 179.48606160287085 0.07608276482923393 7.505107646466058e-14 7.682743330406083e-14 7.216449660063518e-14 error error error error 
100 400 130 90 92.2139205207063 85.55999950719243 85.55976034272602 85.55988573062993 85.55990919867429 error error error error -2186.5888771809537 -2186.589922077417 -2186.582093468137 -2186.5888764529805 -2186.5888763321336 error error error error 49.24759194169392 49.24759194169392 49.24767174775064 49.24755740752172 49.247554211117965 error error error error 1.2375749208e10 5.595193e6 1.02765156e8 2.98348608e8 1.97831413e8 error error error error 31.611077515766404 0.0017127095322294788 1.1556456466563983e-14 1.3268442536046591e-14 1.2979167196689404e-14 error error error error 186.35459943756734 0.005562421358528469 7.271960811294775e-14 7.893685705084863e-14 7.360778653264788e-14 error error error error 
100 400 130 90 91.3553353820733 85.56321511670123 85.56087530452695 85.56174408646426 85.56110949801698 error error error error -2186.5889288730527 -2186.533495608932 -2186.478267296162 -2186.588569994681 -2186.5886660317483 error error error error 49.248538649198785 49.248538649198785 49.249015751346825 49.24735937145466 49.24768437063426 error error error error 1.2151680759e10 5.597555e6 1.5205754e7 2.68136959e8 1.59687042e8 error error error error 25.566644232037635 0.018818270155211834 1.3724170906585236e-14 1.1887684198335596e-14 1.1591600358539699e-14 error error error error 149.24708061827266 0.13654680776332884 8.359979375427429e-14 7.205347429817266e-14 6.539213615042172e-14 error error error error 
100 400 130 90 85.83175179224813 80.08285726030816 80.08279927232749 80.08277730240663 80.08281782553499 error error error error -1905.4491196856397 -1905.449213610243 -1905.4485461876602 -1905.4491195803162 -1905.4491196023027 error error error error 35.46142134812637 35.46142134812637 35.46143257055125 35.4614248477318 35.46142192603051 error error error error 1.2535751743e10 1.0175714e7 1.2586997e7 2.98679654e8 1.57139388e8 error error error error 23.626168181276814 0.0003589915356142766 1.1341676743656612e-14 1.2234637582114436e-14 1.1822702383289873e-14 error error error error 156.9707294098206 0.0024880121256263266 7.038813976123492e-14 7.194245199571014e-14 7.260858581048524e-14 error error error error 
100 400 130 90 87.718303700362 80.0858253367601 80.08435216010724 80.08360451943852 80.08367120061733 error error error error -1905.4491380580407 -1905.4220627588554 -1905.4057914088785 -1905.449026560519 -1905.4490202684713 error error error error 35.46204600265042 35.46204600265042 35.46205807971838 35.46150087558613 35.461518069399766 error error error error 1.4070915785e10 8.215986e6 1.3512091e7 2.9519465e8 1.24849103e8 error error error error 27.067541534503423 0.014002216172047412 1.1320464621360829e-14 1.3922125900994122e-14 1.3153683257092944e-14 error error error error 186.3157459115851 0.11188878199481966 6.7390537594747e-14 7.760458942129844e-14 7.316369732279782e-14 error error error error 
100 400 130 90 87.23551694557553 80.08287768833463 80.08281081939496 80.0828237894068 80.08287227765061 error error error error -1905.4491196883457 -1905.449115091994 -1905.4483230320955 -1905.449119529699 -1905.449119596317 error error error error 35.46142284996257 35.46142284996257 35.461435505876516 35.46142708990059 35.46142643057083 error error error error 1.2732124711e10 9.456152e6 1.1175102e7 3.00663981e8 1.59676294e8 error error error error 28.280457508138166 0.000447176793841084 1.684578240099328e-14 1.6966808793861292e-14 1.6720931826385403e-14 error error error error 194.1806237753461 0.0033384801141270737 7.16093850883226e-14 7.782663402622347e-14 8.337774914934926e-14 error error error error 
100 400 130 90 87.21632046889317 80.08434991340938 80.08345898093567 80.08418598843379 80.08353806894664 error error error error -1905.449122471183 -1905.4431574635673 -1905.4220153155522 -1905.4490880171522 -1905.4490894669373 error error error error 35.4615700238572 35.4615700238572 35.46182338320916 35.46138165387812 35.46136789708695 error error error error 2.4882242863e10 8.33279e6 1.5783077e7 2.92057909e8 1.30493106e8 error error error error 27.251237559107818 0.007145864792821662 8.43696454564983e-15 8.267994183479952e-15 8.578224251856995e-15 error error error error 187.36074677948852 0.05736936287589711 5.3179682879545e-14 5.595524044110789e-14 5.861977570020827e-14 error error error error 
